judgement,qid,query,ndcg@10,map,bpref,name,num_docs,num_results
qrels,127,glasses for computer,0.8039700195941961,0.28480712181808576,0.3170138888888888,monoT5,65,66
qcred,127,glasses for computer,0.5983721911500485,0.24685489616680678,0.25708193725251277,monoT5,65,66
qread,127,glasses for computer,0.913406683325887,0.27223941322966866,0.27714997126987195,monoT5,65,66
