judgement,qid,query,ndcg@10,map,bpref,name,num_docs,num_results
qrels,112,symptoms of asthma,0.7799082337019199,0.8530722398635915,0.8769349845201228,monoT5,209,210
qcred,112,symptoms of asthma,0.5231360116725454,0.9168079304052837,0.9081297849070381,monoT5,209,210
qread,112,symptoms of asthma,0.7799082337019199,0.8180856780396023,0.7452049051462121,monoT5,209,210
