judgement,qid,query,ndcg@10,map,bpref,name,num_docs,num_results
qrels,121,numb fingers arthritis,0.4609738380289312,0.5477600957619853,0.4683000000000002,monoT5,177,178
qcred,121,numb fingers arthritis,0.39157434858004775,0.7046291167619629,0.6639737440040389,monoT5,177,178
qread,121,numb fingers arthritis,0.4960672998374171,0.640341340996113,0.41447581953911017,monoT5,177,178
