judgement,qid,query,ndcg@10,map,bpref,name,num_docs,num_results
qrels,113,asthma and covid,0.8792418957158645,0.6291900017007049,0.6599378881987574,monoT5,218,219
qcred,113,asthma and covid,0.8347727710785315,0.9075363747476793,0.9083867521367521,monoT5,218,219
qread,113,asthma and covid,0.8716131363261199,0.7852515389735083,0.708737864077669,monoT5,218,219
