name,map,bpref,ndcg_cut_10
qrels_QE_tfidf_over_50,0.3183535138642537,0.4353359514724255,0.47744273685136673
qcred_QE_tfidf_over_50,0.47652624295887896,0.6757320264886313,0.5169909864217099
qread_QE_tfidf_over_50,0.3859444792788306,0.4547453797039552,0.6031773035693724
