name,map,bpref,ndcg_cut_10
qrels_QE_dph_over_50,0.3028788089136577,0.44233284288958613,0.3643715963178395
qcred_QE_dph_over_50,0.4417867111970778,0.6743261452434993,0.38783830091381466
qread_QE_dph_over_50,0.3544368147371679,0.4534285947075059,0.4443824327945522
