name,map,bpref,ndcg_cut_10
qrels_colbert,0.16574148975387445,0.3610049310541485,0.4407396733520796
qcred_colbert,0.23436199707892474,0.5695999045346923,0.4203796063545652
qread_colbert,0.1930292545697829,0.4266989021156101,0.530158621341081
