num_answer_words,weighted_position
1,0.7731168281379996
2,0.7102341958236538
3,0.6790053748592525
4,0.3443968785923864
5,0.5098728304858337
6,0.5974708243171883
7,0.6318142224845518
8,0.5908962190089301
9,0.4875465644620385
10,0.6462204537626148
11,0.4370880758766131
12,0.5189045344265515
13,0.47533185930253513
14,0.566574833334253
15,0.7120818374043278
16,0.46107132178648397
17,0.4931360200288603
18,0.5527293675727002
19,0.5049185737226038
20,0.5819809135680716
21,0.36204030050852853
22,0.3282616011821648
23,0.48504209040105917
24,0.4333601786665132
25,0.4613069009339994
26,0.4955960895285485
27,0.5283817019805959
28,0.36928057976049705
29,0.3896618587948691
30,0.4543115245819814
31,0.3492488075650053
32,0.4438924206683091
33,0.3669793996518572
34,0.24622136813243614
35,0.4073806985100004
36,0.39970507109137515
37,0.39306822241288575
38,0.35742660668418114
39,0.48832190434162415
40,0.4167835676635821
41,0.4961202774771974
42,0.3112484820455656
43,0.5457106526664701
44,0.27421944914943663
45,0.3353659561119785
46,0.38539027482492694
47,0.28928660282347574
48,0.4108455514544299
49,0.24179565517325693
50,0.29984102393131484
51,0.3041027340197253
52,0.44096245602354167
53,0.3631147799303384
54,0.34340375767045894
55,0.36146526288665726
56,0.34133884362710554
57,0.24708950361273332
58,0.32906101118588066
59,0.3621782171040673
60,0.33282214849199593
61,0.4212465146395109
62,0.34063284693969326
63,0.35518792978416214
64,0.3159073550886598
65,0.32946084148403737
66,0.2781447357333555
67,0.31276827198033696
68,0.42728954569213
69,0.4470117244449786
70,0.34518853836182234
71,0.4435811033231865
72,0.3860460246304549
73,0.40790026477864566
74,0.39448127491469714
75,0.2578111857138649
76,0.31605234726159237
77,0.33132901368003154
78,0.39488497215155044
79,0.29210933304643166
80,0.17821363814290406
81,0.34410035897637886
82,0.17231154755455322
83,0.23455717921958472
84,0.3306317775674413
85,0.37011766552468356
86,0.3230666947483981
87,0.3228695536657672
88,0.29869353616525235
89,0.21230707629281584
90,0.31294498211961935
91,0.20991502469611875
92,0.3519214897615658
93,0.3448661232132008
94,0.32439505612800557
95,0.3234903424457444
96,0.21113190791678155
97,0.25786949316860736
98,0.27373173227103786
99,0.23765855210947345
100,0.3008948454782582
101,0.31126021666856124
102,0.36822764123113455
103,0.47910571584328987
104,0.4632329395182253
105,0.4055590573213197
106,0.21062766370456346
107,0.4009082274983534
108,0.2814076917057572
109,0.35724793331953525
110,0.18886418600305116
111,0.39603669716740597
112,0.1618209749746916
113,0.37613313834622386
114,0.25104676637147655
115,0.3286634023300283
116,0.2790506103985849
117,0.28946485230925656
118,0.3004342366410132
119,0.21385082945333186
120,0.2599762792719235
121,0.3994312399786091
122,0.30093217520664794
123,0.3328837622831489
124,0.16825747017701245
125,0.3086455604230035
126,0.25218315192234764
127,0.29921316746444526
128,0.27398534147439796
129,0.33133449493454215
130,0.34610394156409646
131,0.2932573982681989
132,0.41892915568445377
133,0.23633182848413434
134,0.4791110419832778
135,0.2901848655754958
136,0.428166030338618
137,0.36229812039378745
138,0.3345279778876919
139,0.2761973755671379
140,0.3135333581309512
141,0.2724926739371996
142,0.23432657975945376
143,0.3351663562171368
144,0.1948754940127569
145,0.4303993354840084
146,0.3133751110088342
147,0.3679140519083472
148,0.25383114178303706
149,0.346252420510159
150,0.3912060075120646
151,0.31659944927683803
152,0.3323970901207656
153,0.4219488619565663
154,0.41658357032748083
155,0.35382858679052054
156,0.44334763332710125
157,0.2758036540455084
158,0.39289814069509493
159,0.2611428085851033
160,0.39157868693141923
161,0.3877029327747668
162,0.3721367899905893
163,0.30698164749830215
164,0.2551463321882965
165,0.197198038022987
166,0.3959032974264032
167,0.2446268787691504
168,0.2738082311319786
169,0.24490604280488046
170,0.2519269859330906
171,0.28489774562913384
172,0.2616528733761621
173,0.2630584468815954
174,0.2772323640365705
175,0.38726656555459243
176,0.27958620171748816
177,0.30652637118204307
178,0.39370293980359855
179,0.2099145825084926
180,0.280728849793089
181,0.33935238688150393
182,0.19735430779425997
183,0.31745632924064865
184,0.29217883996755295
185,0.2708753828706322
186,0.24500609442298757
187,0.29459817921031434
188,0.2899116121748524
189,0.2713874911277718
190,0.20316006385601953
191,0.3712792429820158
192,0.37215861793585014
193,0.3607912599952248
194,0.0929988978358683
195,0.22092046375474808
196,0.15762157214530212
197,0.19166659092660648
198,0.20826647774534082
199,0.26118034257002176
200,0.23508607414288468
201,0.24013826378705883
202,0.2139691009090743
