,name,map,bpref,ndcg_cut_10
0,qrels_colbert-pubmed-bert-rankings_at_10,0.024967632522896167,0.03329828810755234,0.32998491915586625
0,qcred_colbert-pubmed-bert-rankings_at_10,0.025341704067655024,0.030539870859826786,0.3729289526871935
0,qread_colbert-pubmed-bert-rankings_at_10,0.01983795136993332,0.025173795376682087,0.4579329859366706
