,name,map,bpref,ndcg_cut_10
0,qrels_colbert-pubmed-bert-rankings_at_10-paras_over_50,0.0035694997604615026,0.00796281255583823,0.07991402706099437
0,qcred_colbert-pubmed-bert-rankings_at_10-paras_over_50,0.0035991097045877207,0.0077871279808922386,0.09407779294970035
0,qread_colbert-pubmed-bert-rankings_at_10-paras_over_50,0.0032664717935908093,0.006952922031655953,0.12241349220943656
