,name,map,bpref,ndcg_cut_10
0,qrels_colbertv2.0-over_50-rankings,0.04654489554045771,0.055945801578993024,0.5497894729433978
0,qcred_colbertv2.0-over_50-rankings,0.03846020144579723,0.0436022987914893,0.5192414896232882
0,qread_colbertv2.0-over_50-rankings,0.03128701984242827,0.03509541667128584,0.6505127115133408
