,name,map,bpref,ndcg_cut_10
0,qrels_colbert-pubmed-bert,0.0659720666562542,0.11378437353985367,0.3302923289490029
0,qcred_colbert-pubmed-bert,0.07981415699128841,0.1210424749338921,0.37412682400485503
0,qread_colbert-pubmed-bert,0.06503036053830973,0.09878664406095876,0.45892592732425624
