,name,qid,measure,value
61,qrels_colbert-pubmed-bert-rankings_at_10,83,bpref,0.041946190240802206
62,qrels_colbert-pubmed-bert-rankings_at_10,83,ndcg_cut_10,0.39216730045683007
63,qrels_colbert-pubmed-bert-rankings_at_10,85,map,0.0025839793281653744
64,qrels_colbert-pubmed-bert-rankings_at_10,85,bpref,0.007751937984496124
65,qrels_colbert-pubmed-bert-rankings_at_10,85,ndcg_cut_10,0.05502294157452004
66,qrels_colbert-pubmed-bert-rankings_at_10,86,map,0.0712104962104962
67,qrels_colbert-pubmed-bert-rankings_at_10,86,bpref,0.08108108108108109
68,qrels_colbert-pubmed-bert-rankings_at_10,86,ndcg_cut_10,0.7189034280378321
69,qrels_colbert-pubmed-bert-rankings_at_10,92,map,0.02791461412151067
70,qrels_colbert-pubmed-bert-rankings_at_10,92,bpref,0.03421852292244682
71,qrels_colbert-pubmed-bert-rankings_at_10,92,ndcg_cut_10,0.21615906613549737
72,qrels_colbert-pubmed-bert-rankings_at_10,93,map,0.026162131519274375
73,qrels_colbert-pubmed-bert-rankings_at_10,93,bpref,0.047619047619047616
74,qrels_colbert-pubmed-bert-rankings_at_10,93,ndcg_cut_10,0.3966096088914428
75,qrels_colbert-pubmed-bert-rankings_at_10,94,map,0.005088495575221239
76,qrels_colbert-pubmed-bert-rankings_at_10,94,bpref,0.01327433628318584
77,qrels_colbert-pubmed-bert-rankings_at_10,94,ndcg_cut_10,0.12916487549492356
78,qrels_colbert-pubmed-bert-rankings_at_10,95,map,0.03235653235653235
79,qrels_colbert-pubmed-bert-rankings_at_10,95,bpref,0.07297830374753451
80,qrels_colbert-pubmed-bert-rankings_at_10,95,ndcg_cut_10,0.18649326699375085
81,qrels_colbert-pubmed-bert-rankings_at_10,96,map,0.00641025641025641
82,qrels_colbert-pubmed-bert-rankings_at_10,96,bpref,0.012656147271531887
83,qrels_colbert-pubmed-bert-rankings_at_10,96,ndcg_cut_10,0.13886244387355454
84,qrels_colbert-pubmed-bert-rankings_at_10,97,map,0.022576530612244898
85,qrels_colbert-pubmed-bert-rankings_at_10,97,bpref,0.025510204081632654
86,qrels_colbert-pubmed-bert-rankings_at_10,97,ndcg_cut_10,0.6235744328990731
87,qrels_colbert-pubmed-bert-rankings_at_10,98,map,0.04065040650406504
88,qrels_colbert-pubmed-bert-rankings_at_10,98,bpref,0.04065040650406504
89,qrels_colbert-pubmed-bert-rankings_at_10,98,ndcg_cut_10,0.9652843890316114
0,qcred_colbert-pubmed-bert-rankings_at_10,1,map,0.0013513513513513514
1,qcred_colbert-pubmed-bert-rankings_at_10,1,bpref,0.005405405405405406
2,qcred_colbert-pubmed-bert-rankings_at_10,1,ndcg_cut_10,0.09478836436955078
90,qcred_colbert-pubmed-bert-rankings_at_10,101,map,0.03725836869401226
91,qcred_colbert-pubmed-bert-rankings_at_10,101,bpref,0.058915792569355946
92,qcred_colbert-pubmed-bert-rankings_at_10,101,ndcg_cut_10,0.338912819025262
93,qcred_colbert-pubmed-bert-rankings_at_10,102,map,0.042222222222222223
94,qcred_colbert-pubmed-bert-rankings_at_10,102,bpref,0.044444444444444446
95,qcred_colbert-pubmed-bert-rankings_at_10,102,ndcg_cut_10,0.3505029766292072
96,qcred_colbert-pubmed-bert-rankings_at_10,105,map,0.1133150183150183
97,qcred_colbert-pubmed-bert-rankings_at_10,105,bpref,0.12189349112426036
98,qcred_colbert-pubmed-bert-rankings_at_10,105,ndcg_cut_10,0.4327054948079493
99,qcred_colbert-pubmed-bert-rankings_at_10,107,map,0.03874577153265677
100,qcred_colbert-pubmed-bert-rankings_at_10,107,bpref,0.04918032786885246
101,qcred_colbert-pubmed-bert-rankings_at_10,107,ndcg_cut_10,0.6510320976737248
102,qcred_colbert-pubmed-bert-rankings_at_10,108,map,0.0058823529411764705
103,qcred_colbert-pubmed-bert-rankings_at_10,108,bpref,0.008403361344537815
104,qcred_colbert-pubmed-bert-rankings_at_10,108,ndcg_cut_10,0.15261744196985058
105,qcred_colbert-pubmed-bert-rankings_at_10,109,map,0.0
106,qcred_colbert-pubmed-bert-rankings_at_10,109,bpref,0.0
107,qcred_colbert-pubmed-bert-rankings_at_10,109,ndcg_cut_10,0.0
108,qcred_colbert-pubmed-bert-rankings_at_10,112,map,0.03696682464454976
109,qcred_colbert-pubmed-bert-rankings_at_10,112,bpref,0.037914691943127965
110,qcred_colbert-pubmed-bert-rankings_at_10,112,ndcg_cut_10,0.7878938224124046
111,qcred_colbert-pubmed-bert-rankings_at_10,113,map,0.006695156695156694
112,qcred_colbert-pubmed-bert-rankings_at_10,113,bpref,0.017094017094017096
113,qcred_colbert-pubmed-bert-rankings_at_10,113,ndcg_cut_10,0.3480350360824113
114,qcred_colbert-pubmed-bert-rankings_at_10,114,map,0.059541984732824425
115,qcred_colbert-pubmed-bert-rankings_at_10,114,bpref,0.061068702290076333
116,qcred_colbert-pubmed-bert-rankings_at_10,114,ndcg_cut_10,0.593468087274134
117,qcred_colbert-pubmed-bert-rankings_at_10,116,map,0.04
118,qcred_colbert-pubmed-bert-rankings_at_10,116,bpref,0.04
119,qcred_colbert-pubmed-bert-rankings_at_10,116,ndcg_cut_10,1.0
120,qcred_colbert-pubmed-bert-rankings_at_10,117,map,0.040160642570281124
121,qcred_colbert-pubmed-bert-rankings_at_10,117,bpref,0.040160642570281124
122,qcred_colbert-pubmed-bert-rankings_at_10,117,ndcg_cut_10,0.584604764844813
123,qcred_colbert-pubmed-bert-rankings_at_10,118,map,0.0016956715751896474
124,qcred_colbert-pubmed-bert-rankings_at_10,118,bpref,0.008032128514056224
125,qcred_colbert-pubmed-bert-rankings_at_10,118,ndcg_cut_10,0.05155919252103322
126,qcred_colbert-pubmed-bert-rankings_at_10,119,map,0.009282178217821782
127,qcred_colbert-pubmed-bert-rankings_at_10,119,bpref,0.01412953795379538
128,qcred_colbert-pubmed-bert-rankings_at_10,119,ndcg_cut_10,0.2375835084056881
129,qcred_colbert-pubmed-bert-rankings_at_10,121,map,0.04291845493562232
130,qcred_colbert-pubmed-bert-rankings_at_10,121,bpref,0.04291845493562232
131,qcred_colbert-pubmed-bert-rankings_at_10,121,ndcg_cut_10,0.5154466462705002
132,qcred_colbert-pubmed-bert-rankings_at_10,123,map,0.04184100418410042
133,qcred_colbert-pubmed-bert-rankings_at_10,123,bpref,0.04184100418410042
134,qcred_colbert-pubmed-bert-rankings_at_10,123,ndcg_cut_10,0.6638804864633121
135,qcred_colbert-pubmed-bert-rankings_at_10,126,map,0.021060782036391792
136,qcred_colbert-pubmed-bert-rankings_at_10,126,bpref,0.024390243902439025
137,qcred_colbert-pubmed-bert-rankings_at_10,126,ndcg_cut_10,0.499498120227873
138,qcred_colbert-pubmed-bert-rankings_at_10,127,map,0.04975124378109453
139,qcred_colbert-pubmed-bert-rankings_at_10,127,bpref,0.04975124378109453
140,qcred_colbert-pubmed-bert-rankings_at_10,127,ndcg_cut_10,0.6901982393738039
141,qcred_colbert-pubmed-bert-rankings_at_10,130,map,0.03465555555555556
142,qcred_colbert-pubmed-bert-rankings_at_10,130,bpref,0.036
143,qcred_colbert-pubmed-bert-rankings_at_10,130,ndcg_cut_10,0.8919204669322514
144,qcred_colbert-pubmed-bert-rankings_at_10,131,map,0.030856503675295625
145,qcred_colbert-pubmed-bert-rankings_at_10,131,bpref,0.04013555717987906
146,qcred_colbert-pubmed-bert-rankings_at_10,131,ndcg_cut_10,0.3426070388599103
147,qcred_colbert-pubmed-bert-rankings_at_10,132,map,0.09009009009009009
148,qcred_colbert-pubmed-bert-rankings_at_10,132,bpref,0.09009009009009009
149,qcred_colbert-pubmed-bert-rankings_at_10,132,ndcg_cut_10,0.6959751852246862
150,qcred_colbert-pubmed-bert-rankings_at_10,133,map,
151,qcred_colbert-pubmed-bert-rankings_at_10,133,bpref,
152,qcred_colbert-pubmed-bert-rankings_at_10,133,ndcg_cut_10,
153,qcred_colbert-pubmed-bert-rankings_at_10,141,map,
154,qcred_colbert-pubmed-bert-rankings_at_10,141,bpref,
155,qcred_colbert-pubmed-bert-rankings_at_10,141,ndcg_cut_10,
156,qcred_colbert-pubmed-bert-rankings_at_10,146,map,
157,qcred_colbert-pubmed-bert-rankings_at_10,146,bpref,
158,qcred_colbert-pubmed-bert-rankings_at_10,146,ndcg_cut_10,
159,qcred_colbert-pubmed-bert-rankings_at_10,147,map,
160,qcred_colbert-pubmed-bert-rankings_at_10,147,bpref,
161,qcred_colbert-pubmed-bert-rankings_at_10,147,ndcg_cut_10,
162,qcred_colbert-pubmed-bert-rankings_at_10,150,map,
163,qcred_colbert-pubmed-bert-rankings_at_10,150,bpref,
164,qcred_colbert-pubmed-bert-rankings_at_10,150,ndcg_cut_10,
6,qcred_colbert-pubmed-bert-rankings_at_10,22,map,0.04265402843601896
7,qcred_colbert-pubmed-bert-rankings_at_10,22,bpref,0.04265402843601896
8,qcred_colbert-pubmed-bert-rankings_at_10,22,ndcg_cut_10,0.6227082316049236
9,qcred_colbert-pubmed-bert-rankings_at_10,35,map,0.04434145159335999
10,qcred_colbert-pubmed-bert-rankings_at_10,35,bpref,0.061068702290076333
11,qcred_colbert-pubmed-bert-rankings_at_10,35,ndcg_cut_10,0.33662891548580476
12,qcred_colbert-pubmed-bert-rankings_at_10,45,map,0.0
13,qcred_colbert-pubmed-bert-rankings_at_10,45,bpref,0.0
14,qcred_colbert-pubmed-bert-rankings_at_10,45,ndcg_cut_10,0.0
15,qcred_colbert-pubmed-bert-rankings_at_10,51,map,0.03951781970649895
16,qcred_colbert-pubmed-bert-rankings_at_10,51,bpref,0.043610477572741724
17,qcred_colbert-pubmed-bert-rankings_at_10,51,ndcg_cut_10,0.4032533875030298
18,qcred_colbert-pubmed-bert-rankings_at_10,52,map,0.009491978609625668
19,qcred_colbert-pubmed-bert-rankings_at_10,52,bpref,0.0213903743315508
20,qcred_colbert-pubmed-bert-rankings_at_10,52,ndcg_cut_10,0.20247493596695465
21,qcred_colbert-pubmed-bert-rankings_at_10,53,map,0.012548732943469783
22,qcred_colbert-pubmed-bert-rankings_at_10,53,bpref,0.021929824561403508
23,qcred_colbert-pubmed-bert-rankings_at_10,53,ndcg_cut_10,0.15785723434849536
24,qcred_colbert-pubmed-bert-rankings_at_10,54,map,0.008448540706605221
25,qcred_colbert-pubmed-bert-rankings_at_10,54,bpref,0.020161290322580645
26,qcred_colbert-pubmed-bert-rankings_at_10,54,ndcg_cut_10,0.26894352253680087
27,qcred_colbert-pubmed-bert-rankings_at_10,55,map,0.0005714285714285714
28,qcred_colbert-pubmed-bert-rankings_at_10,55,bpref,0.004
29,qcred_colbert-pubmed-bert-rankings_at_10,55,ndcg_cut_10,0.05539133043870289
30,qcred_colbert-pubmed-bert-rankings_at_10,57,map,0.0
31,qcred_colbert-pubmed-bert-rankings_at_10,57,bpref,0.0
32,qcred_colbert-pubmed-bert-rankings_at_10,57,ndcg_cut_10,0.0
33,qcred_colbert-pubmed-bert-rankings_at_10,58,map,0.0026666666666666666
34,qcred_colbert-pubmed-bert-rankings_at_10,58,bpref,0.008
35,qcred_colbert-pubmed-bert-rankings_at_10,58,ndcg_cut_10,0.09949667842558516
36,qcred_colbert-pubmed-bert-rankings_at_10,59,map,0.005555555555555555
37,qcred_colbert-pubmed-bert-rankings_at_10,59,bpref,0.013333333333333334
38,qcred_colbert-pubmed-bert-rankings_at_10,59,ndcg_cut_10,0.09210043667461534
39,qcred_colbert-pubmed-bert-rankings_at_10,62,map,0.017866458007303077
40,qcred_colbert-pubmed-bert-rankings_at_10,62,bpref,0.023474178403755867
41,qcred_colbert-pubmed-bert-rankings_at_10,62,ndcg_cut_10,0.2947140099661759
42,qcred_colbert-pubmed-bert-rankings_at_10,63,map,0.004933333333333334
43,qcred_colbert-pubmed-bert-rankings_at_10,63,bpref,0.016
44,qcred_colbert-pubmed-bert-rankings_at_10,63,ndcg_cut_10,0.2467004157748934
45,qcred_colbert-pubmed-bert-rankings_at_10,68,map,0.03774587985114301
46,qcred_colbert-pubmed-bert-rankings_at_10,68,bpref,0.03827751196172249
47,qcred_colbert-pubmed-bert-rankings_at_10,68,ndcg_cut_10,0.866947989864271
48,qcred_colbert-pubmed-bert-rankings_at_10,72,map,0.007392911502500542
49,qcred_colbert-pubmed-bert-rankings_at_10,72,bpref,0.0136986301369863
50,qcred_colbert-pubmed-bert-rankings_at_10,72,ndcg_cut_10,0.3240495886813112
51,qcred_colbert-pubmed-bert-rankings_at_10,77,map,0.010069444444444443
52,qcred_colbert-pubmed-bert-rankings_at_10,77,bpref,0.0125
53,qcred_colbert-pubmed-bert-rankings_at_10,77,ndcg_cut_10,0.35156209171731095
54,qcred_colbert-pubmed-bert-rankings_at_10,79,map,0.004669540229885057
55,qcred_colbert-pubmed-bert-rankings_at_10,79,bpref,0.01293103448275862
56,qcred_colbert-pubmed-bert-rankings_at_10,79,ndcg_cut_10,0.18409092567060995
3,qcred_colbert-pubmed-bert-rankings_at_10,8,map,0.027141458639255992
4,qcred_colbert-pubmed-bert-rankings_at_10,8,bpref,0.030837004405286344
5,qcred_colbert-pubmed-bert-rankings_at_10,8,ndcg_cut_10,0.4927438190921836
57,qcred_colbert-pubmed-bert-rankings_at_10,81,map,0.0055248618784530384
58,qcred_colbert-pubmed-bert-rankings_at_10,81,bpref,0.011049723756906077
59,qcred_colbert-pubmed-bert-rankings_at_10,81,ndcg_cut_10,0.23365080824310533
60,qcred_colbert-pubmed-bert-rankings_at_10,83,map,0.021333333333333333
61,qcred_colbert-pubmed-bert-rankings_at_10,83,bpref,0.02666666666666667
62,qcred_colbert-pubmed-bert-rankings_at_10,83,ndcg_cut_10,0.3242595843471252
63,qcred_colbert-pubmed-bert-rankings_at_10,85,map,0.0016420361247947454
64,qcred_colbert-pubmed-bert-rankings_at_10,85,bpref,0.0049261083743842365
65,qcred_colbert-pubmed-bert-rankings_at_10,85,ndcg_cut_10,0.03668196104968002
66,qcred_colbert-pubmed-bert-rankings_at_10,86,map,0.06995013344570866
67,qcred_colbert-pubmed-bert-rankings_at_10,86,bpref,0.07964601769911504
68,qcred_colbert-pubmed-bert-rankings_at_10,86,ndcg_cut_10,0.3100750387054118
69,qcred_colbert-pubmed-bert-rankings_at_10,92,map,0.02881773399014778
70,qcred_colbert-pubmed-bert-rankings_at_10,92,bpref,0.034482758620689655
71,qcred_colbert-pubmed-bert-rankings_at_10,92,ndcg_cut_10,0.3499525164738012
72,qcred_colbert-pubmed-bert-rankings_at_10,93,map,0.015476190476190475
73,qcred_colbert-pubmed-bert-rankings_at_10,93,bpref,0.028169014084507043
74,qcred_colbert-pubmed-bert-rankings_at_10,93,ndcg_cut_10,0.44955505013456865
75,qcred_colbert-pubmed-bert-rankings_at_10,94,map,0.0031746031746031746
76,qcred_colbert-pubmed-bert-rankings_at_10,94,bpref,0.011759581881533102
77,qcred_colbert-pubmed-bert-rankings_at_10,94,ndcg_cut_10,0.0583931697859044
78,qcred_colbert-pubmed-bert-rankings_at_10,95,map,0.016052227342549925
79,qcred_colbert-pubmed-bert-rankings_at_10,95,bpref,0.025534804753820032
80,qcred_colbert-pubmed-bert-rankings_at_10,95,ndcg_cut_10,0.3002352093699528
81,qcred_colbert-pubmed-bert-rankings_at_10,96,map,0.017857142857142856
82,qcred_colbert-pubmed-bert-rankings_at_10,96,bpref,0.017857142857142856
83,qcred_colbert-pubmed-bert-rankings_at_10,96,ndcg_cut_10,0.3589542101716347
84,qcred_colbert-pubmed-bert-rankings_at_10,97,map,0.020180722891566263
85,qcred_colbert-pubmed-bert-rankings_at_10,97,bpref,0.024096385542168676
86,qcred_colbert-pubmed-bert-rankings_at_10,97,ndcg_cut_10,0.30179678295845824
87,qcred_colbert-pubmed-bert-rankings_at_10,98,map,0.04716981132075472
88,qcred_colbert-pubmed-bert-rankings_at_10,98,bpref,0.04716981132075472
89,qcred_colbert-pubmed-bert-rankings_at_10,98,ndcg_cut_10,1.0
0,qread_colbert-pubmed-bert-rankings_at_10,1,map,0.0010330578512396695
1,qread_colbert-pubmed-bert-rankings_at_10,1,bpref,0.004132231404958678
2,qread_colbert-pubmed-bert-rankings_at_10,1,ndcg_cut_10,0.09478836436955078
90,qread_colbert-pubmed-bert-rankings_at_10,101,map,0.01831709956709957
91,qread_colbert-pubmed-bert-rankings_at_10,101,bpref,0.02666666666666667
92,qread_colbert-pubmed-bert-rankings_at_10,101,ndcg_cut_10,0.30879264295816095
93,qread_colbert-pubmed-bert-rankings_at_10,102,map,0.015447154471544714
94,qread_colbert-pubmed-bert-rankings_at_10,102,bpref,0.016260162601626018
95,qread_colbert-pubmed-bert-rankings_at_10,102,ndcg_cut_10,0.5541432109622958
96,qread_colbert-pubmed-bert-rankings_at_10,105,map,0.04
