,name,qid,measure,value
97,qread_colbert-pubmed-bert-rankings_at_10,105,bpref,0.04
98,qread_colbert-pubmed-bert-rankings_at_10,105,ndcg_cut_10,1.0
99,qread_colbert-pubmed-bert-rankings_at_10,107,map,0.019293812763200514
100,qread_colbert-pubmed-bert-rankings_at_10,107,bpref,0.024489795918367346
101,qread_colbert-pubmed-bert-rankings_at_10,107,ndcg_cut_10,0.6722390270733757
102,qread_colbert-pubmed-bert-rankings_at_10,108,map,0.0058823529411764705
103,qread_colbert-pubmed-bert-rankings_at_10,108,bpref,0.008403361344537815
104,qread_colbert-pubmed-bert-rankings_at_10,108,ndcg_cut_10,0.2626633251188907
105,qread_colbert-pubmed-bert-rankings_at_10,109,map,0.0
106,qread_colbert-pubmed-bert-rankings_at_10,109,bpref,0.0
107,qread_colbert-pubmed-bert-rankings_at_10,109,ndcg_cut_10,0.0
108,qread_colbert-pubmed-bert-rankings_at_10,112,map,0.012807881773399015
109,qread_colbert-pubmed-bert-rankings_at_10,112,bpref,0.01456870349020019
110,qread_colbert-pubmed-bert-rankings_at_10,112,ndcg_cut_10,0.4440973278132557
111,qread_colbert-pubmed-bert-rankings_at_10,113,map,0.004962243797195253
112,qread_colbert-pubmed-bert-rankings_at_10,113,bpref,0.014342453662842012
113,qread_colbert-pubmed-bert-rankings_at_10,113,ndcg_cut_10,0.2687374555268953
114,qread_colbert-pubmed-bert-rankings_at_10,114,map,0.030779669380705647
115,qread_colbert-pubmed-bert-rankings_at_10,114,bpref,0.03581492591582583
116,qread_colbert-pubmed-bert-rankings_at_10,114,ndcg_cut_10,0.7175867104101135
117,qread_colbert-pubmed-bert-rankings_at_10,116,map,0.019642857142857142
118,qread_colbert-pubmed-bert-rankings_at_10,116,bpref,0.06999999999999999
119,qread_colbert-pubmed-bert-rankings_at_10,116,ndcg_cut_10,0.11703639675349725
120,qread_colbert-pubmed-bert-rankings_at_10,117,map,0.04032258064516129
121,qread_colbert-pubmed-bert-rankings_at_10,117,bpref,0.04032258064516129
122,qread_colbert-pubmed-bert-rankings_at_10,117,ndcg_cut_10,0.9668728882728055
123,qread_colbert-pubmed-bert-rankings_at_10,118,map,0.0016956715751896474
124,qread_colbert-pubmed-bert-rankings_at_10,118,bpref,0.008032128514056224
125,qread_colbert-pubmed-bert-rankings_at_10,118,ndcg_cut_10,0.15139734109601002
126,qread_colbert-pubmed-bert-rankings_at_10,119,map,0.007281553398058253
127,qread_colbert-pubmed-bert-rankings_at_10,119,bpref,0.009488084730803177
128,qread_colbert-pubmed-bert-rankings_at_10,119,ndcg_cut_10,0.2674859484828555
129,qread_colbert-pubmed-bert-rankings_at_10,121,map,0.04219409282700422
130,qread_colbert-pubmed-bert-rankings_at_10,121,bpref,0.04219409282700422
131,qread_colbert-pubmed-bert-rankings_at_10,121,ndcg_cut_10,0.5881500533017145
132,qread_colbert-pubmed-bert-rankings_at_10,123,map,0.04065040650406504
133,qread_colbert-pubmed-bert-rankings_at_10,123,bpref,0.04065040650406504
134,qread_colbert-pubmed-bert-rankings_at_10,123,ndcg_cut_10,0.9633180389503199
135,qread_colbert-pubmed-bert-rankings_at_10,126,map,0.020890937019969278
136,qread_colbert-pubmed-bert-rankings_at_10,126,bpref,0.024193548387096774
137,qread_colbert-pubmed-bert-rankings_at_10,126,ndcg_cut_10,0.5912030228520732
138,qread_colbert-pubmed-bert-rankings_at_10,127,map,0.04405286343612335
139,qread_colbert-pubmed-bert-rankings_at_10,127,bpref,0.04405286343612335
140,qread_colbert-pubmed-bert-rankings_at_10,127,ndcg_cut_10,0.8532721558012798
141,qread_colbert-pubmed-bert-rankings_at_10,130,map,0.034794734493529676
142,qread_colbert-pubmed-bert-rankings_at_10,130,bpref,0.03614457831325301
143,qread_colbert-pubmed-bert-rankings_at_10,130,ndcg_cut_10,0.9266360779006401
144,qread_colbert-pubmed-bert-rankings_at_10,131,map,0.02368716931216931
145,qread_colbert-pubmed-bert-rankings_at_10,131,bpref,0.029166666666666667
146,qread_colbert-pubmed-bert-rankings_at_10,131,ndcg_cut_10,0.6888864115013787
147,qread_colbert-pubmed-bert-rankings_at_10,132,map,0.06802721088435375
148,qread_colbert-pubmed-bert-rankings_at_10,132,bpref,0.06802721088435375
149,qread_colbert-pubmed-bert-rankings_at_10,132,ndcg_cut_10,0.900346883204941
150,qread_colbert-pubmed-bert-rankings_at_10,133,map,
151,qread_colbert-pubmed-bert-rankings_at_10,133,bpref,
152,qread_colbert-pubmed-bert-rankings_at_10,133,ndcg_cut_10,
153,qread_colbert-pubmed-bert-rankings_at_10,141,map,
154,qread_colbert-pubmed-bert-rankings_at_10,141,bpref,
155,qread_colbert-pubmed-bert-rankings_at_10,141,ndcg_cut_10,
156,qread_colbert-pubmed-bert-rankings_at_10,146,map,
157,qread_colbert-pubmed-bert-rankings_at_10,146,bpref,
158,qread_colbert-pubmed-bert-rankings_at_10,146,ndcg_cut_10,
159,qread_colbert-pubmed-bert-rankings_at_10,147,map,
160,qread_colbert-pubmed-bert-rankings_at_10,147,bpref,
161,qread_colbert-pubmed-bert-rankings_at_10,147,ndcg_cut_10,
162,qread_colbert-pubmed-bert-rankings_at_10,150,map,
163,qread_colbert-pubmed-bert-rankings_at_10,150,bpref,
164,qread_colbert-pubmed-bert-rankings_at_10,150,ndcg_cut_10,
6,qread_colbert-pubmed-bert-rankings_at_10,22,map,0.04045454545454546
7,qread_colbert-pubmed-bert-rankings_at_10,22,bpref,0.040757575757575756
8,qread_colbert-pubmed-bert-rankings_at_10,22,ndcg_cut_10,0.7772540304721606
9,qread_colbert-pubmed-bert-rankings_at_10,35,map,0.03125407697325505
10,qread_colbert-pubmed-bert-rankings_at_10,35,bpref,0.0476159114857745
11,qread_colbert-pubmed-bert-rankings_at_10,35,ndcg_cut_10,0.6292665942861042
12,qread_colbert-pubmed-bert-rankings_at_10,45,map,0.0
13,qread_colbert-pubmed-bert-rankings_at_10,45,bpref,0.0
14,qread_colbert-pubmed-bert-rankings_at_10,45,ndcg_cut_10,0.0
15,qread_colbert-pubmed-bert-rankings_at_10,51,map,0.028596491228070172
16,qread_colbert-pubmed-bert-rankings_at_10,51,bpref,0.031140350877192986
17,qread_colbert-pubmed-bert-rankings_at_10,51,ndcg_cut_10,0.40792669900844636
18,qread_colbert-pubmed-bert-rankings_at_10,52,map,0.008372641509433962
19,qread_colbert-pubmed-bert-rankings_at_10,52,bpref,0.018867924528301886
20,qread_colbert-pubmed-bert-rankings_at_10,52,ndcg_cut_10,0.2180670201578058
21,qread_colbert-pubmed-bert-rankings_at_10,53,map,0.013307493540051677
22,qread_colbert-pubmed-bert-rankings_at_10,53,bpref,0.023255813953488372
23,qread_colbert-pubmed-bert-rankings_at_10,53,ndcg_cut_10,0.2699129632499376
24,qread_colbert-pubmed-bert-rankings_at_10,54,map,0.008622378992749362
25,qread_colbert-pubmed-bert-rankings_at_10,54,bpref,0.0205761316872428
26,qread_colbert-pubmed-bert-rankings_at_10,54,ndcg_cut_10,0.22924043628087806
27,qread_colbert-pubmed-bert-rankings_at_10,55,map,0.000578368999421631
28,qread_colbert-pubmed-bert-rankings_at_10,55,bpref,0.004048582995951417
29,qread_colbert-pubmed-bert-rankings_at_10,55,ndcg_cut_10,0.07336392209936005
30,qread_colbert-pubmed-bert-rankings_at_10,57,map,0.0
31,qread_colbert-pubmed-bert-rankings_at_10,57,bpref,0.0
32,qread_colbert-pubmed-bert-rankings_at_10,57,ndcg_cut_10,0.0
33,qread_colbert-pubmed-bert-rankings_at_10,58,map,0.0026881720430107525
34,qread_colbert-pubmed-bert-rankings_at_10,58,bpref,0.008064516129032258
35,qread_colbert-pubmed-bert-rankings_at_10,58,ndcg_cut_10,0.1884441521277154
36,qread_colbert-pubmed-bert-rankings_at_10,59,map,0.0055941358024691355
37,qread_colbert-pubmed-bert-rankings_at_10,59,bpref,0.013888888888888888
38,qread_colbert-pubmed-bert-rankings_at_10,59,ndcg_cut_10,0.2866919347890071
39,qread_colbert-pubmed-bert-rankings_at_10,62,map,0.01619385342789598
40,qread_colbert-pubmed-bert-rankings_at_10,62,bpref,0.02127659574468085
41,qread_colbert-pubmed-bert-rankings_at_10,62,ndcg_cut_10,0.5894280199323518
42,qread_colbert-pubmed-bert-rankings_at_10,63,map,0.005013550135501355
43,qread_colbert-pubmed-bert-rankings_at_10,63,bpref,0.016260162601626018
44,qread_colbert-pubmed-bert-rankings_at_10,63,ndcg_cut_10,0.2940945979596688
45,qread_colbert-pubmed-bert-rankings_at_10,68,map,0.046405228758169936
46,qread_colbert-pubmed-bert-rankings_at_10,68,bpref,0.047058823529411764
47,qread_colbert-pubmed-bert-rankings_at_10,68,ndcg_cut_10,0.7326715284192604
48,qread_colbert-pubmed-bert-rankings_at_10,72,map,0.007039337474120082
49,qread_colbert-pubmed-bert-rankings_at_10,72,bpref,0.013043478260869565
50,qread_colbert-pubmed-bert-rankings_at_10,72,ndcg_cut_10,0.35970991185182927
51,qread_colbert-pubmed-bert-rankings_at_10,77,map,0.009784075573549256
52,qread_colbert-pubmed-bert-rankings_at_10,77,bpref,0.012145748987854251
53,qread_colbert-pubmed-bert-rankings_at_10,77,ndcg_cut_10,0.424926013816671
54,qread_colbert-pubmed-bert-rankings_at_10,79,map,0.005985267034990791
55,qread_colbert-pubmed-bert-rankings_at_10,79,bpref,0.016574585635359115
56,qread_colbert-pubmed-bert-rankings_at_10,79,ndcg_cut_10,0.2051166673279436
3,qread_colbert-pubmed-bert-rankings_at_10,8,map,0.024843189964157703
4,qread_colbert-pubmed-bert-rankings_at_10,8,bpref,0.028225806451612902
5,qread_colbert-pubmed-bert-rankings_at_10,8,ndcg_cut_10,0.7003842026365543
57,qread_colbert-pubmed-bert-rankings_at_10,81,map,0.004273504273504274
58,qread_colbert-pubmed-bert-rankings_at_10,81,bpref,0.008547008547008548
59,qread_colbert-pubmed-bert-rankings_at_10,81,ndcg_cut_10,0.23365080824310533
60,qread_colbert-pubmed-bert-rankings_at_10,83,map,0.018739837398373985
61,qread_colbert-pubmed-bert-rankings_at_10,83,bpref,0.024281842818428184
62,qread_colbert-pubmed-bert-rankings_at_10,83,ndcg_cut_10,0.48953461238948337
63,qread_colbert-pubmed-bert-rankings_at_10,85,map,0.0017543859649122805
64,qread_colbert-pubmed-bert-rankings_at_10,85,bpref,0.005263157894736842
65,qread_colbert-pubmed-bert-rankings_at_10,85,ndcg_cut_10,0.05502294157452004
66,qread_colbert-pubmed-bert-rankings_at_10,86,map,0.06995013344570866
67,qread_colbert-pubmed-bert-rankings_at_10,86,bpref,0.07964601769911504
68,qread_colbert-pubmed-bert-rankings_at_10,86,ndcg_cut_10,0.7873957831869881
69,qread_colbert-pubmed-bert-rankings_at_10,92,map,0.0262528047868362
70,qread_colbert-pubmed-bert-rankings_at_10,92,bpref,0.031413612565445025
71,qread_colbert-pubmed-bert-rankings_at_10,92,ndcg_cut_10,0.6122496142821665
72,qread_colbert-pubmed-bert-rankings_at_10,93,map,0.014208743842364532
73,qread_colbert-pubmed-bert-rankings_at_10,93,bpref,0.02586206896551724
74,qread_colbert-pubmed-bert-rankings_at_10,93,ndcg_cut_10,0.4990267326507382
75,qread_colbert-pubmed-bert-rankings_at_10,94,map,0.004872881355932203
76,qread_colbert-pubmed-bert-rankings_at_10,94,bpref,0.012711864406779662
77,qread_colbert-pubmed-bert-rankings_at_10,94,ndcg_cut_10,0.16836400998426124
78,qread_colbert-pubmed-bert-rankings_at_10,95,map,0.027408637873754152
79,qread_colbert-pubmed-bert-rankings_at_10,95,bpref,0.029069767441860465
80,qread_colbert-pubmed-bert-rankings_at_10,95,ndcg_cut_10,0.4576752747037683
81,qread_colbert-pubmed-bert-rankings_at_10,96,map,0.011235955056179775
82,qread_colbert-pubmed-bert-rankings_at_10,96,bpref,0.011235955056179775
83,qread_colbert-pubmed-bert-rankings_at_10,96,ndcg_cut_10,0.3589542101716347
84,qread_colbert-pubmed-bert-rankings_at_10,97,map,0.021659482758620688
85,qread_colbert-pubmed-bert-rankings_at_10,97,bpref,0.02586206896551724
86,qread_colbert-pubmed-bert-rankings_at_10,97,ndcg_cut_10,0.542433726980596
87,qread_colbert-pubmed-bert-rankings_at_10,98,map,0.04504504504504504
88,qread_colbert-pubmed-bert-rankings_at_10,98,bpref,0.04504504504504504
89,qread_colbert-pubmed-bert-rankings_at_10,98,ndcg_cut_10,0.9681896059005243
