,name,map,bpref,ndcg_cut_10
0,qrels_colbert-pubmed-bert-over_50-rankings,0.03345494255291241,0.04273815559406622,0.3987287602363849
0,qcred_colbert-pubmed-bert-over_50-rankings,0.029014370912466506,0.03456985231759195,0.4074325126575563
0,qread_colbert-pubmed-bert-over_50-rankings,0.023781137666774844,0.02854116089633156,0.5169228747191742
