judgement,qid,query,ndcg@10,map,bpref,name,num_docs,num_results
qrels,123,hypothyroidism symptoms,0.7136222476339382,0.5826506308004147,0.42482844666250774,colbert_v1,161,159
qcred,123,hypothyroidism symptoms,0.6526174419698505,0.5906067948141281,0.365918600228223,colbert_v1,161,159
qread,123,hypothyroidism symptoms,0.8710623129677536,0.6259029847378315,0.4268292682926829,colbert_v1,161,159
