judgement,qid,query,ndcg@10,map,bpref,name,num_docs,num_results
qrels,123,hypothyroidism symptoms,0.7852564605874276,0.5888651628497616,0.49615304637138663,monoT5,161,162
qcred,123,hypothyroidism symptoms,0.49841150075880586,0.5776793578597933,0.317991631799163,monoT5,161,162
qread,123,hypothyroidism symptoms,0.7818840362559548,0.6220665053006814,0.5365853658536586,monoT5,161,162
