judgement,qid,query,ndcg@10,map,bpref,name,num_docs,num_results
qrels,85,Relapsing remitting multiple sclerosis,0.7407992578851577,0.3975434597913626,0.4492920750848869,monoT5,196,197
qcred,85,Relapsing remitting multiple sclerosis,0.3545402627329839,0.9651818277584934,0.9655172413793104,monoT5,196,197
qread,85,Relapsing remitting multiple sclerosis,0.651060705342249,0.5745117218334477,0.4761403508771929,monoT5,196,197
