judgement,name,ndcg@10,map,bpref
qrels,BM25_qe,0.2694743799661968,0.3648566050153081,0.2800187624263157
qcred,BM25_qe,0.593928544592924,0.7509256588723823,0.6785277271904868
qread,BM25_qe,0.609499876591451,0.615008410990283,0.3717143465168081
