docid	readability_score_transformer	flesch_reading_ease	text_standard
046edf99-5693-4006-9959-421c37a313ea	-2.725382089614868	0.01	22.0
8dd87929-1185-495c-8b76-cc1c18dfb08b	-2.743783950805664	39.16	12.0
c83d9801-74be-4334-9042-bb449d2651ab	-2.743783950805664	30.4	15.0
dce9ad12-0b97-4c82-983a-6391007ac603	-2.725382089614868	12.53	19.0
401d8644-0560-414d-959d-1f271be56d89	-2.743783950805664	46.47	13.0
0169da64-231c-4096-aebe-2b035e8ccb11	-2.8022117614746094	33.44	14.0
771add8f-c2de-40d0-b0db-771338c647b4	-2.725382089614868	23.7	18.0
fe1f2d04-a05b-4110-8227-0df4b098ad1b	-2.743783950805664	40.04	14.0
d7de1f8f-3344-49da-89f4-236449762f51	-2.743783950805664	31.62	15.0
4f23a7c2-e2a3-4e43-b21c-8595a351a342	-2.743783950805664	34.76	16.0
cb76b71e-67a6-4938-b62a-e09b1863875f	-2.743783950805664	45.96	15.0
8f3e9c14-bcdb-430d-bfdb-ee79086dadbb	-2.785413980484009	31.31	15.0
398cba31-801a-4b45-b6f2-8765032488d1	-2.725382089614868	16.09	19.0
547f1be8-5b6e-4863-96cb-4d3a93b5940c	-2.725382089614868	22.42	19.0
0de1bb4d-5e3a-49bf-91b6-ca67d087436a	-2.743783950805664	39.67	12.0
8f48cbd7-759f-44d8-a07f-188b5b01eecb	-2.743783950805664	37.0	16.0
8a6da1e6-3225-4646-9275-e6f3b4973b9c	-2.743783950805664	39.06	12.0
b29a4e65-e2ca-4a56-adfd-b3ee084f1bb1	-2.725382089614868	0.01	22.0
571e8974-022e-4a15-8881-b9a8498b26b4	-2.743783950805664	37.74	16.0
423a7604-7d02-4758-98ba-d2a7dfa6d59b	-2.743783950805664	47.28	11.0
736878e9-107a-436a-8d23-3f9c3b46203e	-2.743783950805664	46.17	14.0
9e6ade70-a413-433d-9a7b-e1c98883a3b7	-2.725382089614868	8.88	21.0
31e58976-e12f-4663-aac8-16fa18a37481	-2.743783950805664	47.89	14.0
75d0d325-1b26-4d58-b547-ac2be466538c	-2.725382089614868	31.45	17.0
e6fcec44-e4c9-4c72-9848-59f550cd1d34	-2.743783950805664	46.17	14.0
20115ab0-38e6-4ae7-8fe9-321b98e07d34	-2.743783950805664	34.56	17.0
8e4b3d39-84a4-47b0-b883-e342a4af127e	-2.709904909133911	48.5	13.0
7bde4e3d-d848-4d26-a324-00a60498c313	-2.743783950805664	48.2	14.0
44ed548d-b0cb-47b4-a6bc-fa7d89ad403d	-2.743783950805664	39.43	14.0
e532237b-b788-418e-919a-5ca69844b1ab	-2.725382089614868	16.9	20.0
289b3f91-520b-49a6-9993-a03f460cad35	-2.725382089614868	23.7	18.0
e96e1a78-0cd2-4afb-8878-41312bb8300e	-2.743783950805664	38.66	16.0
c61f9725-3d9b-4bff-a2b6-96f3ad235410	-2.743783950805664	40.55	11.0
1f704375-cbfd-482f-9727-df24bb11fbb0	-2.743783950805664	31.11	15.0
c7eec525-ced7-476e-9e06-78a5d864e95f	-2.6444435119628906	37.2	15.0
61cb1f48-6a85-4154-9a40-7fbbaadb360c	-2.743783950805664	39.94	14.0
31f320c6-e76b-45b1-b3cf-cfed88305bc4	-2.743783950805664	38.66	16.0
d43275f3-e9a5-4701-9b34-c0b4605642a2	-2.743783950805664	39.77	14.0
de31e1bc-4774-4e73-bff7-12405cb9c6fb	-2.743783950805664	3.5	35.0
6bacecd3-472e-421c-b1b6-9ea60874527b	-2.743783950805664	38.96	12.0
8e19eb35-4ad5-4327-baa8-d8449d6110bd	-2.743783950805664	40.55	11.0
697b3446-bfa5-47ef-9b1e-f8e1a2343521	-2.743783950805664	36.02	15.0
e0066801-fd7c-4879-9de1-1956f9f18d26	-2.743783950805664	30.7	12.0
dad25b94-cb76-46e1-8974-03b9c497b904	-2.725382089614868	0.46	34.0
2efdc440-5f04-4ad2-994e-60d5c877d621	-2.743783950805664	47.99	14.0
845331bf-7070-48b8-83f2-4050f50f446f	-2.725382089614868	14.87	21.0
4e7c00f4-e295-45aa-b406-13b9a0374e55	-2.743783950805664	47.89	14.0
936e0e7e-cbc6-4e8a-be86-a0f72ff91de9	-2.743783950805664	30.7	12.0
74d29963-a4ad-48e2-bd23-d3c61e3706c0	-2.743783950805664	46.78	14.0
e9d9f85e-971a-45eb-a700-511e38deeb94	-2.725382089614868	16.29	17.0
d7a8d6c9-4225-4551-88a0-3fc1854663eb	-2.743783950805664	29.55	16.0
f1d71684-e49d-4e05-8719-d71fa37fffcf	-2.743783950805664	36.59	16.0
4cdab7a8-c6cd-4f70-909f-34c2fe2abab7	-2.725382089614868	6.04	9.0
126a835e-e03c-4a83-a6ee-dab1f90c9602	-2.725382089614868	11.62	20.0
75736c15-fa79-4d2c-b978-7975577c43e7	-2.725382089614868	11.11	21.0
673f36ee-08e7-4d6f-abf1-c22c24e3c16f	-2.3224048614501953	64.81	8.0
0529ed78-898d-401b-b41a-45ab54cb11ef	-2.743783950805664	40.04	14.0
fe822672-608b-497f-a3bd-f1067739de21	-2.743783950805664	30.5	15.0
60a11b9d-01e2-4450-aa62-a779d4be2d86	-2.743783950805664	39.16	12.0
be76ede0-38d8-4fd8-b3c3-fe9281e52234	-2.743783950805664	39.67	12.0
aea294a2-eb1d-4e1b-a323-b35d7beccfab	-2.743783950805664	47.28	11.0
e9b7e304-a265-4983-ba4a-7207b93bc87d	-2.725382089614868	12.33	20.0
315ce999-786a-4987-9fc1-0fc3e1caced1	-2.725382089614868	16.9	17.0
0f971555-79fc-432f-978f-4223f2f32ef1	-2.725382089614868	14.87	18.0
dced878a-3c1a-4b11-baa3-4422578c8881	-2.725382089614868	23.7	18.0
b3c98456-0c76-449b-a471-663bf29bf735	-2.725382089614868	28.71	18.0
0e51ee2c-39cd-4a08-a038-0417757c5cd9	-2.725382089614868	12.33	20.0
6e853c03-2bbb-4075-8af0-245899f65c0e	-2.725382089614868	15.68	18.0
29bf221f-b3e0-425a-9131-c6bde8057b77	-2.743783950805664	46.67	11.0
05f9e0fa-6477-472c-a17c-9d8dfe07d805	-2.743783950805664	37.6	16.0
985cacec-1e6f-44ec-b927-dd682d07f173	-2.725382089614868	16.09	19.0
849dc991-d3d6-48ae-b3ab-0c6ca5d8d135	-2.8612489700317383	64.85	8.0
53f7f161-c74a-4364-b97e-253b9ca25de2	-2.526500940322876	63.09	9.0
9e40364a-0c08-49a2-b817-0be9de9f8d56	-2.673948287963867	59.84	10.0
e11e62d3-9d08-425a-9ef4-235a0975e1cd	-2.5711755752563477	50.06	12.0
907f2f9c-a6c7-48fc-82c6-e99834713bb6	-2.7538657188415527	40.75	11.0
a5aba3e7-9007-46c1-8038-ba3413fb11f5	-2.655754327774048	72.36	8.0
5577bfcc-785a-482e-87c1-5f77b4126425	-2.473252773284912	45.66	13.0
490a3c76-47ab-4b0e-a543-6fffd4150a2e	-2.6856250762939453	80.11	9.0
609f6cd9-c53d-4d12-a493-819fb01660ba	-2.4256348609924316	82.04	8.0
7ca2ef2d-cd64-47f0-b6ed-c23a989d9651	-2.424388885498047	52.9	13.0
ed64a595-dcb2-4cd1-88a9-04abc758bd9f	-2.3256564140319824	66.13	8.0
fdf285f6-fe14-4d59-8ba3-8836a60d294e	-2.4970498085021973	57.16	12.0
4226bc43-8c48-4ab9-ae49-3f05ec436429	-2.872276782989502	32.94	14.0
8bc57425-9b45-41f8-b54d-027fb5673877	-2.9135518074035645	43.22	14.0
e366bf50-23c0-4ba2-b789-8e159da4cd4c	-2.8754055500030518	42.51	11.0
2b517f5b-1fb3-4fd2-9e68-c11ee8a34022	-2.869117259979248	32.53	15.0
f40f4873-4a86-44a3-8c8a-462ce9475a67	-2.795454502105713	10.16	19.0
d040d3e1-db3c-4632-9e0c-b3ba695ba466	-2.846414089202881	27.45	17.0
b00aec61-710e-40ed-8ee3-f462d22c63d4	-2.846414089202881	27.45	17.0
64cf97c0-ae0e-4373-ac55-b82e0d00b29c	-2.8425192832946777	52.29	11.0
42d4824b-1009-4d84-807f-a045524f8b64	-2.8936994075775146	44.14	15.0
5b6b6125-f56c-4397-9227-accf529fc836	-2.8907783031463623	26.91	18.0
6d1a9ba9-949f-439d-aa4e-c8ab0d6d7234	-2.846883535385132	39.47	12.0
aa4f115d-bfe5-4293-862e-43310591b675	-2.8920981884002686	25.19	15.0
a8bb29ba-1054-407a-a2cc-73f0c503cd69	-2.853976249694824	26.4	20.0
aeb403ab-cf2e-4764-8acd-93eaf023122c	-2.8905744552612305	32.73	16.0
7ddc64e5-ded2-480f-a80c-9836b066e3fe	-2.88767409324646	42.82	15.0
e83ab2d9-7290-450c-82c3-a35c089dcbb8	-2.8349227905273438	46.88	11.0
72099a17-1378-4ae3-81e9-f6ae0e22bb94	-2.8988118171691895	36.08	16.0
bc100cf3-1bb1-40c2-8a2b-b34a0cae638a	-2.893946409225464	44.44	14.0
93d56ed5-45f3-4c82-a005-089f37c1f255	-2.8695311546325684	36.59	17.0
7955d069-c232-4692-8787-2c845eded969	-2.865431785583496	38.45	17.0
63907b12-2a7b-4b56-a19f-1b7ae2e53e8c	-2.901165008544922	34.15	17.0
ac18eca3-a92c-432d-b768-f78f25cceacd	-2.8123385906219482	37.71	12.0
46a228a8-b37b-477a-875f-ae9ebe5657f3	-2.8469579219818115	43.63	12.0
d132f064-2311-4d24-abb7-737df549c329	-2.7872819900512695	33.34	14.0
8161846b-bf86-4852-9a12-aa589b33357e	-2.89158034324646	40.28	16.0
eb235a91-7fe1-427e-88df-95c445fb2c50	-2.9135518074035645	43.22	14.0
cad26d73-1b63-4fdd-b60c-29d71098c11f	-2.893946409225464	44.44	14.0
c2183890-0b53-49e4-a5ed-65818e7c5ba6	-2.893946409225464	44.44	14.0
fc6907ef-ecab-4863-b90a-47234e5f5138	-2.8979074954986572	40.58	11.0
2279d5cc-6b74-4ea4-9bbe-6cb17eae2896	-1.9441405534744263	63.29	9.0
ae172884-5eb5-4b74-af5d-6feaf8d01a74	-2.4116790294647217	47.62	13.0
406c4bbe-cfc4-4ca1-86a8-11485b47b212	-2.414140224456787	60.24	13.0
43e54488-cf65-49d7-b8cd-a0f4f29e02ba	-2.4116790294647217	48.33	12.0
5297e285-cc3b-4d58-8952-591b778ccd6b	-2.1795501708984375	43.83	12.0
083add1f-fc66-4b34-92b9-e3ed654d7f5f	-1.9522422552108765	54.42	13.0
801900a3-7143-430e-a016-97332c32a00f	-2.229884386062622	54.22	10.0
d87bb8c4-6c98-4979-a2c6-57d4dcf86e3d	-1.5890239477157593	45.66	11.0
ea2453da-d3ec-4dd7-9350-07c2a5495f88	-2.602782726287842	52.09	13.0
0c7e669a-2996-427e-b835-a2e8b991b6cc	-2.5352652072906494	49.96	12.0
abc3081e-11b4-4f8e-a91f-ec122ef5b32d	-2.6265225410461426	59.13	11.0
3d4cb114-81fd-4564-b742-1fdc47316c93	-2.682219982147217	44.85	14.0
be8ebb82-24c2-4ee5-aaba-7840436d6bd5	-2.8042216300964355	36.79	12.0
1efc69a7-a49c-49a5-9436-d93c8ddbf784	-2.7315502166748047	39.63	11.0
b2677b77-e864-4f18-8255-ab7fe2b24a47	-2.844295024871826	35.78	13.0
526f93da-bb34-4967-9c9a-381355a0f131	-2.764678955078125	38.72	12.0
5eead004-cae1-4808-9934-129d50e8deaa	-2.772017002105713	30.87	12.0
ef503af1-551f-4d4c-becb-201b196efda9	-2.676689863204956	38.11	12.0
ffdcf088-e89e-4173-ab0b-c1b3cd8c8639	-2.7696242332458496	29.75	13.0
d2b0b23d-b2b0-452f-8f5d-451ee67ece93	-2.8011505603790283	30.46	12.0
5e134e35-e22a-40cc-b4d5-c5f49485016a	-2.8112454414367676	31.38	15.0
f3e7723a-2ae3-4dd9-a117-5fa9ee1a6aa9	-2.8042216300964355	36.79	12.0
c3597cec-764e-4d79-b738-209363b7b9a5	-2.774378776550293	45.86	11.0
65a1461f-6ce6-44fd-afc5-6a63141b498a	-2.8092970848083496	38.82	12.0
0333e20e-4f36-48f7-a7a3-ec619281b62c	-2.905353307723999	34.05	14.0
a18424e2-ffc8-483c-bbc9-17c65f943ae2	-2.775142192840576	42.72	13.0
efdd62ec-e014-4f65-9ba0-d1b3102a0e11	-2.9117209911346436	47.69	14.0
596f911a-0a37-4302-a375-8e5d16fa04a8	-2.8644261360168457	35.88	16.0
fa4bf5d8-d1f6-44b9-b72a-e0bc3151607b	-1.834529995918274	72.46	11.0
325dada8-080b-4a9a-a65e-cc2c83d3cf99	-1.834529995918274	72.46	11.0
e8dab9c5-96b5-4879-8319-6281046a0a2e	-2.262284994125366	62.68	11.0
6e8dd9e5-6811-4449-b77f-d4b6ade53f05	-2.3906941413879395	51.18	11.0
e17ade3c-2b76-4921-9dbc-d2dc4cceecd5	-2.0087411403656006	57.71	11.0
1e2e0a9d-6fe0-433a-9b52-2f482584be5a	-1.5858407020568848	60.45	10.0
69200345-7df3-4022-8067-75a95bc97e69	-1.7474318742752075	62.07	12.0
249851f8-98e7-423c-8c5d-f37c3c99fbf7	-1.836933970451355	68.3	9.0
c64b11dd-495d-47b1-a533-8b12caf73d12	-1.8958925008773804	42.24	15.0
87390ecf-daca-4cc6-a722-08cb4ebc5f22	-2.0474021434783936	47.12	13.0
0ae838ac-c5b0-45b4-8d92-b7bfa699e15e	-1.726533055305481	59.74	10.0
0c0d82b1-ea4d-4014-8fc3-ecf05519a29d	-1.9118086099624634	46.4	13.0
fb2c9103-ee7d-4eae-9c5a-d2eb5fc75d68	-1.7993310689926147	51.78	13.0
b04bd207-3afc-4f22-a79b-da73ce21f4df	-1.730262041091919	50.87	12.0
c21891eb-93cb-4378-8c2b-c6525c2dc09f	-1.4898601770401	67.69	9.0
dd674ff3-2db7-4237-8be0-87f0aaa50fb0	-2.0474021434783936	47.22	13.0
1a8c0e8a-91cf-4c1c-b4c3-c9c4e1106f45	-2.0996317863464355	59.53	12.0
88a6fc88-ae87-4cb1-83a4-cca83a51ee73	-2.4438552856445312	55.68	11.0
01a6a54b-19fe-4ff6-b35c-a734d3b86609	-2.3613686561584473	71.75	8.0
f99d27e1-9ecb-428c-a181-778439f69c92	-1.840177059173584	75.91	7.0
759efee7-426f-4b21-930c-eebdfaab54fe	-2.2975573539733887	60.75	12.0
cd0a291e-a779-40d8-8c7d-f99eb2b49027	-1.8848744630813599	60.35	12.0
790d44b3-3bd0-4fbb-80ff-93f7d24c15f5	-2.3824524879455566	61.46	11.0
f75ca665-5714-45c1-8b74-f298e3896441	-2.0737273693084717	71.24	9.0
5fdf085d-b0b0-4b8c-8e77-8cba2b211662	-1.944061279296875	61.06	9.0
091ae856-4cfe-401c-ba00-44e851e52172	-2.3490800857543945	61.16	12.0
5c5409ed-8e12-44d6-ab37-1c6253997532	-2.3884050846099854	62.58	9.0
d62eff18-4b1f-4abe-884d-12318de5561e	-2.0598134994506836	36.52	14.0
9cd46d2e-fb82-4976-813f-c8ad4b9caeaa	-2.0457122325897217	71.44	8.0
7a690e5c-6cd8-4d3a-b348-a05a46f40a4b	-2.1996002197265625	54.83	10.0
82772861-cca9-4f31-824f-44abb122dfe8	-2.534161329269409	59.64	10.0
82c19cda-0027-47d2-93e4-7918a069821c	-1.498867154121399	68.1	11.0
17c0ca2e-cea8-4f64-bb80-8364305f20b3	-1.7574111223220825	59.33	10.0
a78826ee-b21b-42e4-81af-3186b333fb56	-2.294816493988037	60.04	13.0
ef7fccee-da9a-4924-b66f-5e2354a44607	-2.2871031761169434	70.94	8.0
a5c158ff-0282-4679-be8d-c8e22a933cd6	-2.2149698734283447	51.07	12.0
d507810b-371f-4b21-a073-4a9ff20a2691	-1.7770332098007202	51.58	13.0
4ea2746d-3529-4510-a1bd-fdab754c655c	-2.471249580383301	79.9	7.0
7de2f628-9b5f-4be7-84a3-2812574cb491	-1.3817620277404785	68.3	9.0
0dbf2747-2459-4021-8d61-39e1ce298193	-2.011472225189209	61.46	9.0
97e3b3f1-46dd-4ca7-89fd-e6a64d54dd42	-1.9223530292510986	56.55	9.0
371e01dc-3d36-42cd-add6-3eff28eeae18	-2.0818376541137695	82.44	7.0
707af8c1-4190-4417-9b45-b85249049f5e	-1.379833459854126	54.12	10.0
93e004a3-b330-4f25-b38e-baacaa74476f	-2.104628801345825	57.81	11.0
cc6da89e-9f42-4cb1-bf3b-8d22a856b544	-1.9018256664276123	83.46	7.0
c941f09a-4d2d-411f-8f08-c66c13a9fa2c	-1.319940209388733	61.97	9.0
35d12b54-ed9a-4f22-b44b-2ec8e25970f4	-1.8602021932601929	69.52	8.0
834468c6-61e5-4b07-bad7-d013894882c1	-2.8298747539520264	50.77	14.0
558361b6-73cd-4a26-885b-204ad26c0bee	-2.730860710144043	9.11	19.0
33633858-b260-4a77-8ac0-9b0620ffbf33	-2.5165748596191406	43.83	12.0
977a057f-b543-478f-a7f0-4bbb87fb5ecc	-2.730860710144043	9.11	19.0
990e29de-a95e-42f7-b64b-60e706c03e39	-2.5355100631713867	31.11	15.0
ddd5b9d5-959b-44b6-9d9d-f5e3fd6e0710	-2.8080337047576904	34.9	16.0
3e081f30-f391-45c9-afe2-42cf97d52b26	-2.7798850536346436	13.72	20.0
6c01cc45-4728-4f2b-8039-bba9fa6677eb	-2.723701238632202	31.92	14.0
9d5c3c9a-0f14-490b-8418-7a4e8614653e	-2.8298747539520264	50.77	14.0
13e04c07-4ded-4fa7-a94c-5e908b4398f5	-2.680731773376465	25.9	15.0
af69b250-4c33-406c-a89f-311c3b77ee8d	-2.6233954429626465	27.08	18.0
76efb0a5-624a-4d8b-af26-92a4b421d9a1	-2.6295628547668457	23.29	18.0
bf9bbc7b-35ca-4782-9551-75bade3d0089	-2.7560219764709473	25.93	17.0
21911443-747c-4f93-8e04-07bec761fa45	-2.6295628547668457	23.29	18.0
92732bdf-7799-4cfb-b475-08396dc02158	-2.6696479320526123	11.04	20.0
cf8aa0e8-139d-42e5-903e-6b5cb5272e75	-2.5355100631713867	31.11	15.0
5057d3ca-e07a-4698-9b5e-8bb54a06ebd0	-2.7798850536346436	13.72	20.0
23711bf5-dc29-4fc6-93b3-e26f00b12f67	-2.839865207672119	49.04	12.0
31d2bfa9-ea88-418d-8cfb-df20b4ac862a	-2.834804058074951	40.38	13.0
bb714d90-2bdb-4c77-af7a-753639b75254	-2.8693838119506836	33.78	16.0
6eed972c-22de-418f-8b74-2b2d479697ff	-2.855955123901367	49.96	12.0
90ab04d6-38c2-4ce7-8136-95fedc5229e8	-2.820211887359619	51.89	13.0
b0c037bc-e027-42a0-9baf-d8eb76e15812	-2.857133388519287	38.82	12.0
c5d1daec-e834-4649-982e-efe06034067d	-2.899618148803711	37.0	16.0
6811e864-8304-4db7-9d51-1f5bbc1281a9	-2.8688902854919434	40.99	15.0
2a5e3cef-8f67-4cfd-93ce-a1b027d72b26	-2.856203556060791	42.41	14.0
90edddd5-6f44-48a8-9d7f-4081250af0c1	-2.8550965785980225	36.49	16.0
c18763b0-0ad5-4bb5-97d9-b505e0d4bab5	-2.859866142272949	37.4	12.0
196946c4-c688-44e9-a932-4a067a7af9a9	-2.8868446350097656	34.46	12.0
1bd37ef9-3915-4090-9250-70ea0a972319	-1.9617455005645752	50.26	10.0
88690a8f-475d-4d7a-8454-153d3643f1e8	-1.9617455005645752	50.26	10.0
a3003ab3-d6ea-4559-9fc4-a8fa40f3512f	-2.058417558670044	61.87	9.0
bc564815-597f-4953-a542-9a245d418a02	-1.9318814277648926	52.29	11.0
2dc13b01-e2e3-4dd0-a692-d2cf1592cbf8	-1.9318814277648926	52.29	11.0
45efb470-0d05-4b17-a8dc-5dccb0bf6bd6	-2.792701005935669	39.94	8.0
8f384683-709a-40bc-a6f3-035ae99680f4	-2.7809367179870605	37.71	17.0
8d2165be-fc95-4ee9-97b4-8a8499e67a50	-2.7809367179870605	31.38	8.0
10a3adda-9937-4c02-95ea-d16a7fc47aab	-2.7809367179870605	43.12	16.0
7e6239c8-ea88-4f1c-bad5-162ac34aba4a	-2.7809367179870605	40.69	13.0
aa99f2a0-d6c4-498c-be06-691c99322744	-2.7809367179870605	43.02	12.0
3c473b2d-d3ac-49fa-8f59-277b3e72fc42	-2.7809367179870605	10.57	20.0
37fcec7a-1386-4278-a6ff-db2b06d51587	-2.7809367179870605	44.64	15.0
e4602425-8e93-487a-9364-f47a3f8ca16c	-2.7809367179870605	37.2	16.0
f869d3ad-c7a8-442b-9133-9cc38feaae09	-2.7809367179870605	39.53	9.0
6c6581cb-5acc-4602-8b4e-b4b3e4e12f5c	-2.7809367179870605	32.57	16.0
90ac06a7-e425-4e4d-8347-18134bb5cfbc	-2.792701005935669	41.4	13.0
c600e0a0-b28f-462f-aa1b-7dded211c1a5	-2.7809367179870605	39.94	8.0
22929c82-b72f-4c28-8e31-cb26918a8738	-2.7809367179870605	26.91	18.0
702ebfd0-17d0-4951-8324-7abf6b0bf519	-2.7809367179870605	49.52	14.0
70f98640-9334-455d-b3e5-11bfbbb6289d	-2.7809367179870605	46.78	11.0
158fa9fa-5fd9-406b-ba7a-72b6bf64fb4d	-2.7809367179870605	30.97	9.0
de14e8e3-c1e7-4453-af84-ec615ada4626	-2.7809367179870605	39.13	12.0
26de1ea6-d5c4-46b4-a94b-8cf6a3e76a86	-2.7809367179870605	22.18	18.0
49afc196-16e8-4715-86c5-623edbdb448b	-2.7809367179870605	32.26	16.0
4835c4b8-8a53-41a9-92b7-fc8bb892b11b	-2.792701005935669	46.57	11.0
21183679-72cd-4274-8930-5a1a78b89100	-2.7809367179870605	36.49	16.0
5c54d787-486a-479e-b394-457505cda4a7	-2.7809367179870605	45.56	11.0
2fdedbe3-bdcc-416b-88de-b71657dac49e	-2.7809367179870605	40.24	11.0
1244812e-e567-40fa-90de-093d036a03fd	-2.7809367179870605	45.56	14.0
89bf733f-f17f-4425-8eda-a0c61e5437e3	-2.7809367179870605	40.04	8.0
420b4e53-bb90-4be6-b380-3d0f200139ae	-2.7809367179870605	34.19	16.0
c6c5e7c9-f32e-42a1-aee7-e9428c9c93c7	-2.7809367179870605	44.14	16.0
c9828ecd-2b85-4de1-ae65-16ffe344935f	-2.7809367179870605	45.86	15.0
a0a2cd19-3082-4d3e-b063-fa4471d16cb0	-2.7809367179870605	31.72	14.0
457fb87b-7cf3-4546-a425-9e022fe0b87f	-2.7809367179870605	35.88	17.0
d265ca5b-1e80-44ab-87c5-378f136e7425	-2.7809367179870605	40.24	11.0
c2368ee4-7641-4e3a-b0df-146a29d0aa68	-2.792701005935669	37.54	16.0
86574823-17f2-4083-95d9-5a27ec88a805	-2.7809367179870605	39.84	8.0
93d6ab43-16f5-49b2-b7cd-ce1283d79db4	-2.7809367179870605	47.18	11.0
d5e93d07-b6a9-44b7-b3ce-f23304bf717d	-2.7809367179870605	32.46	17.0
1dc2151b-d725-40f8-8fb9-ea13d94d43a6	-2.7809367179870605	39.03	12.0
4a213b5c-a16e-46a1-85b7-3ffeff341930	-2.7809367179870605	39.23	12.0
47966faa-e50d-41ac-97e2-6400f62098c3	-2.7809367179870605	39.13	12.0
44a4b2ab-6c1a-42f2-8b6a-7e1fce06b6ae	-2.7809367179870605	9.86	19.0
972474dd-5b03-4bc6-a7ae-e66dced0fff2	-2.7809367179870605	35.68	13.0
1745cfd4-b9f9-483e-86c8-fafadc9da423	-2.7809367179870605	26.1	19.0
d1584a88-e45b-4728-8473-29045518f072	-2.7809367179870605	44.64	16.0
4b584d89-9e8a-4b82-a940-39fe9c98f826	-2.7809367179870605	29.35	13.0
536dc072-a3b3-42c6-b466-b0a7463ad78f	-2.7809367179870605	39.87	15.0
1e11b345-e8d8-40d4-acf8-fbaf0797d2e1	-2.7809367179870605	39.97	13.0
edc4182a-3ff2-4589-b8b7-650af99c055f	-2.7809367179870605	31.28	13.0
b8399d7b-b939-4e32-8d30-4d1ee65a1fc1	-2.7809367179870605	42.51	12.0
0c66eda6-f243-42a8-82ff-743d1de49295	-2.7809367179870605	42.31	15.0
9d61ff42-7fca-41c9-ac35-cafeda89c702	-2.7809367179870605	27.56	16.0
692e6117-741a-48a9-88f3-35523f8dc5c0	-2.7809367179870605	39.74	15.0
e4a39320-02a9-4f3d-a242-3559f6e90a4c	-2.7809367179870605	48.3	9.0
b1788b66-8784-405a-b514-1738c2b414af	-2.7809367179870605	35.2	16.0
e03ec8a7-20df-455b-809b-0769234a662f	-2.7809367179870605	37.23	14.0
2168fcea-57fe-495c-bfee-9a392aab94e1	-2.7809367179870605	34.49	16.0
fc36b36a-3041-4dab-b02d-f9c9716b672e	-2.7809367179870605	41.7	15.0
1437d90d-b1fd-418f-8419-4c3fa1ec1eca	-2.7809367179870605	45.05	11.0
e8b75cc6-9fc4-4288-a256-5aa82515d159	-2.7809367179870605	22.48	18.0
af1e58ef-7e21-4384-897d-4e2311e31fd4	-2.7809367179870605	46.67	11.0
e6fb6912-717d-4bf3-a5a2-c7851e12e2e9	-2.7809367179870605	-82.11	56.0
9bfd3850-1534-4277-82b6-ff463f86b764	-2.792701005935669	45.86	11.0
e3e8af0e-b786-4c6b-9515-1961df31a292	-2.7809367179870605	30.7	16.0
7e787546-edc3-4f09-a38b-707df9ea6a4f	-2.792701005935669	36.49	17.0
cd5b2a0f-f0ee-4fa3-92fa-8754f37c28ed	-2.7809367179870605	37.91	12.0
40ff1a68-0b25-42e7-89b1-426cf7eb7dde	-2.7809367179870605	48.13	13.0
4ea30127-cd4a-4108-ae41-50d8d8c07cde	-2.7809367179870605	34.66	17.0
163d3d0e-5e07-4816-a49b-d34943d70c40	-2.7809367179870605	25.42	17.0
47aa70e5-c009-4877-81af-0d20cddb81d9	-2.7809367179870605	35.98	13.0
23f59664-42a9-4cc6-a8bf-b1a3479b8a81	-2.7809367179870605	36.08	17.0
bf4e1753-284f-4135-96d6-896e4de618c2	-2.7809367179870605	40.75	8.0
3f111363-b305-4412-a96d-71a154f8f2d5	-2.7809367179870605	38.52	12.0
80e26753-72de-47ce-b5fe-610ccd0c4e39	-2.7809367179870605	37.1	17.0
599073bd-189a-4aa6-b8a7-cbd0c71d9c86	-2.7809367179870605	23.6	18.0
fab4cb21-ba2c-46e4-bfba-283a35400338	-2.7809367179870605	36.18	15.0
df2300c5-4231-4b4a-961c-1eee9c99592e	-2.7809367179870605	49.52	14.0
34a7f90c-956e-42a0-8d35-6d305f8bfa01	-2.7809367179870605	38.42	12.0
cfcfa659-7c58-462f-8141-bd3d913e3cb0	-2.7809367179870605	28.57	17.0
a757156c-ac9f-4993-ba88-0319da2dfb7d	-2.7809367179870605	46.27	11.0
d86d3e94-ef23-4f53-949d-3844d4dafd17	-2.7809367179870605	37.3	16.0
bd17871a-c0de-47ff-aa73-fe7e106d4e01	-2.7809367179870605	41.5	13.0
772d3e6d-61e7-4640-b33a-f34b7408a988	-2.7809367179870605	31.85	17.0
deb3c43a-15ce-4e86-877d-56f4ab22e7fd	-2.7809367179870605	48.09	10.0
16b65ebe-5a44-41c3-a5a3-3eff5c017c89	-2.7809367179870605	24.58	16.0
d8dee517-c9e4-4cd8-8f00-ec207243b7e2	-2.7809367179870605	34.86	18.0
fb1a6ca6-d5fc-421b-b370-312b5dcf014f	-2.7809367179870605	39.94	12.0
94b4f9e4-256c-40e4-83b8-d60bbb0b06f2	-2.7809367179870605	38.62	12.0
57ce64c3-0fc7-4926-8b84-9ac28053839f	-2.7809367179870605	39.74	9.0
d4263d9f-1780-43fb-b059-9eb6d2604ed0	-2.7809367179870605	35.88	16.0
d03a882f-46d6-43e4-a3d1-30cfa94297d4	-2.7809367179870605	40.24	11.0
68b4f939-f175-4284-8d57-e3900a02a458	-2.7809367179870605	38.32	12.0
4ffa8a6e-16a6-48b4-8c39-33955c35ab57	-2.788343906402588	7.29	26.0
4865cfea-467a-4228-8b29-18b54da6b720	-2.906899929046631	19.81	17.0
